nombre_shp_l,nombre_capa,amb,ambito,codigo_ambito,grupo,codigo_grupo,dato,periodo_de_actualizacion,definiciones,codigo_capa,calidad,actor,institucion,tipo_de_actor,tipo_de_informacion,unidad_minima_de_analisis,geometria,ano,accesibilidad,link,trazabilidad,esta_en_la_carpeta,Zonas.Rurales,Límites.y.fronteras,Asentamientos.Humanos,Zonas.Urbanas,Gestión.Ambiental,Equipamientos,Infraestructura.Crítica,Emergencias,Seguridad.pública,Gestión.Hídrica,Servicios.Básicos,Energía,Telecomunicaciones,Actividades.Productivas,Bienestar.Social,Cultura.y.patrimonio,Salud.Pública,Educación,Servicios.públicos,Integración.Social,Vivienda,Vulnerabilidad,Amenazas,Transporte.Público,Congestión,Vialidad,Cambio.Climático,Emisiones.y.contaminación,Normativa.territorial,Desarrollo.Regional,nombre_shp_fichas,nombre_shp_catalogo,nombre_shp_etiquetas
viviendas_sociales_rm,PLA_viviendas_sociales_rm,PLA,planificación,06,Habitabilidad,0603,Catastro Nacional de Viviendas Sociales,Indefinido,"“La vivienda económica de carácter definitivo, destinada a resolver los problemas de la marginalidad habitacional, financiada con recursos públicos o privados, cualesquiera que sean sus modalidades de construcción o adquisición, y cuyo valor de tasación no sea superior a 400 UF”. En este sentido, en este shapefile es posible encontrar información ligada a la ubicación de las viviendas sociales dentro de la, el nombre del sector en el que se ubican, la dirección exacta, el total de viviendas y la comuna. Una capa de información geográfica que contenga la localización de las viviendas sociales puede ser útil para diversos fines. Por ejemplo, esta capa podría ser utilizada por planificadores urbanos y autoridades locales para analizar la distribución de viviendas sociales en la región y evaluar la equidad en la asignación de estas viviendas. También podría ser útil para identificar áreas con alta concentración de viviendas sociales y evaluar las necesidades de servicios y equipamiento urbano en esas áreas. Además, esta capa podría ser utilizada para monitorear la calidad de vida y las condiciones socioeconómicas de las personas que viven en viviendas sociales y desarrollar estrategias para mejorar estas condiciones.",60304,idóneo,División Técnica de Estudio y Fomento Habitacional,Ministerio de Vivienda y Urbanismo,Público,Base,Manzana,Polígono,2022,Dato abierto,https://ide.minvu.cl/datasets/MINVU::fl-catastro-nacional-viviendas-sociales/explore?location=-33.483098%2C-70.598360%2C10.32,Entregado,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,VIVIENDAS_SOCIALES_RM,VIVIENDAS_SOCIALES_RM,VIVIENDAS_SOCIALES_RM
zonas_no_edificables,PLA_zonas_no_edificables,PLA,planificación,06,Instrumentos de Planificación Territorial,0601,Zonas no edificables,Periódico largo plazo,"Las zonas no edificables son aquellas definidas por el Plan Regulador Comunal, en donde restringen las edificaciones dado que no son compatibles con el uso particular de ese sector. Esto debido a la presencia de tendidos de alta tensión, cauces artificiales, mineraloductos, aeródromos o parques. Esta capa ayuda a establecer una planificación adecuada del territorio y garantizar el desarrollo urbano sostenible.",NA,idóneo,SEREMI de Vivienda y Urbanismo,Ministerio de Vivienda y Urbanismo,Público,Base,NA,NA,2022,Dato abierto,https://ide.minvu.cl/maps/83045f8a4a1f49059da950765ac66768/about,Entregado,si,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Zonas_No_Edificables,Zonas_No_Edificables,Zonas_No_Edificables
zonas_restriccion,PLA_zonas_restriccion,PLA,planificación,06,Instrumentos de Planificación Territorial,0601,Áreas de restricción de PRC,Periódico largo plazo,"Las áreas de restricción de los PRC son espacios en los que existe un uso restringido del territorio. Esto puede ocurrir por diversos motivos, como por ejemplo que existe infraestructura crítica que impide que existan otras estructuras tales como aeródromos. Otro motivo importante para restringir el uso de suelo en un área son los riesgos socionaturales por la presencia de quebradas, fallas geológicas, o algún otro elemento natural que pueda presentar una amenaza para población o infraestructura vulnerable. Cabe mencionar que muchos de estos riesgos pueden ser intensificados como consecuencia del cambio climático.",NA,idóneo,SEREMI de Vivienda y Urbanismo,Ministerio de Vivienda y Urbanismo,Público,Base,NA,NA,2022,Dato abierto,https://ide.minvu.cl/maps/83045f8a4a1f49059da950765ac66768/about,Entregado,SI,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Zonas_Restriccion,Zonas_Restriccion,Zonas_Restriccion
zonas_rezagadas,PLA_zonas_rezagadas,PLA,planificación,06,Usos del Territorio,0602,Zonas rezagadas,Indefinido,"Corresponden a “aquellos territorios que presentan niveles de aislamiento geográfico y brechas en distintos indicadores socioeconómicos respecto al promedio nacional. La declaración de un territorio como Zona Rezagada busca que dicho territorio converja hacia niveles de desarrollo similares a los del resto del país en base al trabajo coordinado de las instituciones públicas y de los actores privados y sociales presentes en el territorio” (Subdere, s.f). Esta capa contiene aquellas comunas declaradas como zonas rezagadas mediante el decreto correspondiente. Esto es útil para las autoridades y organismos encargados de la planificación y el desarrollo regional, ya que pueden priorizar estas zonas para la implementación de políticas y programas de intervención. Además de ello, permite realizar análisis y evaluaciones del impacto social de las políticas implementadas. Al comparar los indicadores socioeconómicos y demográficos de estas zonas antes y después de la implementación de programas o proyectos, se puede medir su efectividad y realizar ajustes necesarios. Esto ayuda a mejorar la eficiencia de las intervenciones y garantizar que se estén logrando los objetivos de reducción de la brecha socioeconómica.",60203,idóneo,Subsecretaría de Desarrollo Regional y Administrativo,Ministerio del Interior y Seguridad Pública,Público,Base,Comuna,Polígono,2023,Dato abierto, ,Entregado,Si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Zonas_rezagadas,Zonas_rezagadas,Zonas_rezagadas
zonificaciones_prc_rm,PLA_zonificaciones_prc_rm,PLA,planificación,06,Instrumentos de Planificación Territorial,0601,Zonificación Planes Reguladores Comunales (PRC),Periódico largo plazo,"Las zonificaciones son áreas que determina el Plan Regulador Comunal con normas urbanísticas que regulan el uso del suelo, la forma en que se agrupan las edificaciones, alturas máximas de edificación, subdivisiones, antejardines, entre otros aspectos (MINVU, s.f.). Un Plan Regulador Comunal “es un instrumento de planificación territorial que contiene un conjunto de disposiciones sobre adecuadas condiciones de edificación, y espacios urbanos y de comodidad en la relación funcional entre las zonas habitacionales, de trabajo, equipamiento y esparcimiento” (MINVU, s.f.). Su importancia radica en que es una herramienta crucial para ordenar el territorio, regular el crecimiento de las áreas urbanas y el funcionamiento de las rurales. Uno de los grandes desafíos que presenta es la incorporación del cambio climático en la elaboración de estos instrumentos como una mirada a futuro que esté presente en la planificación del territorio.", ,idóneo,SEREMI de Vivienda y Urbanismo,Ministerio de Vivienda y Urbanismo,Público,Base,Manzana,Polígono,2022,Dato abierto,https://ide.minvu.cl/maps/83045f8a4a1f49059da950765ac66768/about,Entregado,SI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Zonificaciones_PRC_RM,Zonificaciones_PRC_RM,Zonificaciones_PRC_RM
albergues_codigo_azul,RIE_albergues_codigo_azul,RIE,riesgos y emergencias,03,Capacidad de respuesta,0305,Albergues código azul,Indefinido,"Albergues dispuestos para alojar a personas en situación de calle (PSC) cuando se declara código azul, la cual es una estrategia de emergencia aplicada en las comunas con mayores porcentajes de PSC y se activa en condiciones meteorológicas con temperaturas extremas iguales o menores a 0°C, o iguales o menores a 5°C con lluvia y/o aguanieve. ",NA,idóneo,Ministerio de Desarrollo Social y Familia,Ministerio de Desarrollo Social y Familia,Público,Base,NA,NA,NA,Dato abierto,https://codigoazul.ministeriodesarrollosocial.gob.cl/albergues?buscar=&region=13&tipo_servicio=&page=2,Entregado,si,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Albergues_codigo_azul,Albergues_codigo_azul,Albergues_codigo_azul
amenaza_incendio_forestal,RIE_amenaza_incendio_forestal,RIE,riesgos y emergencias,03,Desastres complejos,0304,Amenaza por incendio forestal,Indefinido,"El presente conjunto de datos corresponde a los mapas de amenaza por incendios forestales desarrollados para el Visor Chile Preparado de ONEMI. La peligrosidad se define en base al número de incendios forestales registrados en un área entre las temporadas 2014-2015 a 2018-2019 de acuerdo a los datos oficiales de CONAF, siendo las áreas con más de 10 incendios clasificadas con un alto nivel de peligrosidad, nivel medio aquellas entre 4 y 10 incendios y nivel bajo entre 1 y 3 (Itrend, 2023). ",NA,idóneo,SENAPRED,Ministerio del Interior y Seguridad Pública,Público,Indicador,NA,NA,NA,Dato abierto,https://geoportalonemi.maps.arcgis.com/apps/webappviewer/index.html?id=5062b40cc3e347c8b11fd8b20a639a88,Entregado,Si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amenaza_incendio_forestal,Amenaza_incendio_forestal,NA
arclim_dias_sobre_30,RIE_arclim_dias_sobre_30,RIE,riesgos y emergencias,03,Desastres hidrometeorológicos,0302,Calor - días sobre 30°C,Indefinido,"Entrega el promedio de número de días anuales con temperaturas mayores a 30°C, para los períodos histórico (1980-2010) y futuro (2035-2065, proyectado bajo el escenario de emisiones RCP8.5), así como también el cambio entre ambos períodos. Esta cobertura de información geoespacial creada por el MMA en colaboración con el CR2 y el Centro de Cambio Global, representa una de las variables de amenaza climática relacionada a la temática “calor”, en base a una grilla de 5km como unidad de referencia. Este dato es parte del visor de amenazas climáticas disponibles en el Atlas de Riesgo Climático (ARClim, MMA 2020) para todo el país. La Ley Marco de Cambio Climático 21.455 establece que esta plataforma tiene por objetivo “servir de sistema de información nacional para adaptación” y que “apoyará el diseño de políticas públicas y la implementación de medidas de adaptación y su evaluación” (Art. 31). A escala regional, ello incluye los Planes de Acción Regional de Cambio Climático y los Planes de Acción Comunal de Cambio Climático.",NA,idóneo,ARClim,Ministerio del Medio Ambiente,Público,Indicador,NA,NA,NA,Dato abierto,https://arclim.mma.gob.cl/amenazas/,Entregado,Si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,arclim_dias_sobre_30,arclim_dias_sobre_30,arclim_dias_sobre_30
arclim_frecuencia_sequia,RIE_arclim_frecuencia_sequia,RIE,riesgos y emergencias,03,Desastres hidrometeorológicos,0302,Precipitación - frecuencia de sequía,Indefinido,"Representa la “frecuencia de periodos en que la precipitación acumulada es menor al 75% del promedio la precipitación acumulada en el periodo de referencia (1980 a 2010)” (MMA 2020) en un año, para los períodos histórico (1980-2010) y futuro (2035-2065, proyectado bajo el escenario de emisiones RCP8.5), así como también el cambio entre ambos períodos. Esta cobertura de información geoespacial creada por el MMA en colaboración con el CR2 y el Centro de Cambio Global, representa una de las variables de amenaza climática relacionada a la temática “precipitación”, en base a una grilla de 5km como unidad de referencia. Este dato es parte del visor de amenazas climáticas disponibles en el Atlas de Riesgo Climático (ARClim, MMA 2020) para todo el país. La Ley Marco de Cambio Climático 21.455 establece que esta plataforma tiene por objetivo “servir de sistema de información nacional para adaptación” y que “apoyará el diseño de políticas públicas y la implementación de medidas de adaptación y su evaluación” (Art. 31). A escala regional, ello incluye los Planes de Acción Regional de Cambio Climático y los Planes de Acción Comunal de Cambio Climático.",NA,idóneo,ARClim,Ministerio del Medio Ambiente,Público,Indicador,NA,NA,NA,Dato abierto,https://arclim.mma.gob.cl/amenazas/,Entregado,Si,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,arclim_frecuencia_sequia,arclim_frecuencia_sequia,arclim_frecuencia_sequia
arclim_lluvia_maximadiaria_anual,RIE_arclim_lluvia_maximadiaria_anual,RIE,riesgos y emergencias,03,Desastres hidrometeorológicos,0302,Lluvia máxima diaria,Indefinido,"Representa el “valor máximo de la lluvia (agua líquida) acumulada en un día” (MMA 2020), en un año, para los períodos histórico (1980-2010) y futuro (2035-2065, proyectado bajo el escenario de emisiones RCP8.5), así como también el cambio entre ambos períodos. Esta cobertura de información geoespacial creada por el MMA en colaboración con el CR2 y el Centro de Cambio Global, representa una de las variables de amenaza climática relacionada a la temática “lluvia”, en base a una grilla de 5km como unidad de referencia. Este dato es parte del visor de amenazas climáticas disponibles en el Atlas de Riesgo Climático (ARClim, MMA 2020) para todo el país. La Ley Marco de Cambio Climático 21.455 establece que esta plataforma tiene por objetivo “servir de sistema de información nacional para adaptación” y que “apoyará el diseño de políticas públicas y la implementación de medidas de adaptación y su evaluación” (Art. 31). A escala regional, ello incluye los Planes de Acción Regional de Cambio Climático y los Planes de Acción Comunal de Cambio Climático.",NA,idóneo,ARClim,Ministerio del Medio Ambiente,Público,Indicador,NA,NA,NA,Dato abierto,https://arclim.mma.gob.cl/amenazas/,Entregado,Si,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,arclim_lluvia_maximadiaria_anual,arclim_lluvia_maximadiaria_anual,arclim_lluvia_maximadiaria_anual
arclim_nieve_acumulada_anual,RIE_arclim_nieve_acumulada_anual,RIE,riesgos y emergencias,03,Desastres hidrometeorológicos,0302,Nieve acumulada,Indefinido,"Representa la “cantidad de nieve acumulada, expresada en mm de agua equivalente” (MMA 2020) en un año, para los períodos histórico (1980-2010) y futuro (2035-2065, proyectado bajo el escenario de emisiones RCP8.5), así como también el cambio entre ambos períodos. Esta cobertura de información geoespacial creada por el MMA en colaboración con el CR2 y el Centro de Cambio Global, representa una de las variables de amenaza climática relacionada a la temática “nieve”, en base a una grilla de 5km como unidad de referencia. Este dato es parte del visor de amenazas climáticas disponibles en el Atlas de Riesgo Climático (ARClim, MMA 2020) para todo el país. La Ley Marco de Cambio Climático 21.455 establece que esta plataforma tiene por objetivo “servir de sistema de información nacional para adaptación” y que “apoyará el diseño de políticas públicas y la implementación de medidas de adaptación y su evaluación” (Art. 31). A escala regional, ello incluye los Planes de Acción Regional de Cambio Climático y los Planes de Acción Comunal de Cambio Climático.",NA,idóneo,ARClim,Ministerio del Medio Ambiente,Público,Indicador,NA,NA,NA,Dato abierto,https://arclim.mma.gob.cl/amenazas/,Entregado,Si,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,arclim_nieve_acumulada_anual,arclim_nieve_acumulada_anual,arclim_nieve_acumulada_anual
arclim_precipitacion_acumulada,RIE_arclim_precipitacion_acumulada,RIE,riesgos y emergencias,03,Desastres hidrometeorológicos,0302,Precipitación acumulada,Indefinido,"Representa la “cantidad de precipitación (lluvia y nieve) acumulada” (MMA 2020) en un año, para los períodos histórico (1980-2010) y futuro (2035-2065, proyectado bajo el escenario de emisiones RCP8.5), así como también el cambio entre ambos períodos. Esta cobertura de información geoespacial creada por el MMA en colaboración con el CR2 y el Centro de Cambio Global, representa una de las variables de amenaza climática relacionada a la temática “precipitación”, en base a una grilla de 5km como unidad de referencia. Este dato es parte del visor de amenazas climáticas disponibles en el Atlas de Riesgo Climático (ARClim, MMA 2020) para todo el país. La Ley Marco de Cambio Climático 21.455 establece que esta plataforma tiene por objetivo “servir de sistema de información nacional para adaptación” y que “apoyará el diseño de políticas públicas y la implementación de medidas de adaptación y su evaluación” (Art. 31). A escala regional, ello incluye los Planes de Acción Regional de Cambio Climático y los Planes de Acción Comunal de Cambio Climático.",NA,idóneo,ARClim,Ministerio del Medio Ambiente,Público,Indicador,NA,NA,NA,Dato abierto,https://arclim.mma.gob.cl/amenazas/,Entregado,Si,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,arclim_precipitacion_acumulada,arclim_precipitacion_acumulada,arclim_precipitacion_acumulada
areas_peligro_volcanico,RIE_areas_peligro_volcanico,RIE,riesgos y emergencias,03,Desastres geofísicos,0301,Áreas de peligro volcánico,Indefinido,"Identificación de las áreas expuestas al efecto de posibles erupciones volcánicas, ya sea directo o indirecto (Itrend, 2023). Estas pueden presentar peligro bajo, medio, alto o ser clasificadas como áreas con susceptibilidad sin especificación de un grado de peligro. Conocer las áreas de peligro volcánico contribuye a la planificación de una respuesta eficiente y eficaz ante un evento de riesgo. ",NA,idóneo,SENAPRED,Ministerio del Interior y Seguridad Pública,Público,Base,NA,NA,NA,Dato abierto,https://geoportalonemi.maps.arcgis.com/apps/webappviewer/index.html?id=5062b40cc3e347c8b11fd8b20a639a88,Entregado,Si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Areas_peligro_volcanico,Areas_peligro_volcanico,Areas_peligro_volcanico
bs11_saidi,RIE_bs11_saidi,RIE,riesgos y emergencias,03,Desastres antrópicos,0303,Indisponibilidad de suministro eléctrico - indicador SAIDI anual (rural),Periódico corto plazo,"Corresponde a un índice utilizado para la medición del tiempo total promedio de interrupción (en horas) del suministro eléctrico, por usuario durante el año, específicamente en áreas rurales. Este indicador es entregado de manera directa por la Superintendencia de Electricidad y Combustible (SEC). Permite dar cuenta de la continuidad del servicio y caracterizar la calidad del suministro energético rural. Caber destacar que contar con un índice SAIDI no solo refleja un buen nivel de calidad de vida para los habitantes, sino que además asegura la productividad para el comercio, las empresas agrícolas e industriales, entre otras, que requieren y dependen del uso de energía eléctrica para desarrollar sus labores y/o actividades productivas.",NA,idóneo,Sistema de Indicadores de Calidad de Vida Rural,Instituto Nacional de Estadísticas,Público,Indicador,Comuna,Polígono,2021,Dato abierto,https://www.ine.gob.cl/herramientas/portal-de-mapas/sicvir,Entregado,SI,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,BS11_SAIDI,BS11_SAIDI,BS11_SAIDI
calor_extremo_salud,RIE_calor_extremo_salud,RIE,riesgos y emergencias,03,Desastres hidrometeorológicos,0302,Efectos de olas de calor en la salud humana,Indefinido,"Representa “los posibles impactos adversos sobre la salud humana (en términos ya sea de mortalidad o morbilidad, pudiendo ser esta última tanto física como psicológica) asociados a olas de calor, considerando condiciones climáticas, sociales e institucionales históricas y futuras” (ARClim, MMA 2020). Considera la comuna como unidad de referencia, ya que a esta escala “existen las mayores posibilidades de implementar estrategias y medidas” de adaptación y respuesta ante el riesgo. En base a modelos climáticos validados para Chile, este índice de riesgo (períodos histórico y futuro) toma en cuenta la amenaza (histórica, 1980-2010, y futura, 2035-2065), la exposición (histórica, 2017 y futura, 2035), la sensibilidad y la resiliencia (período histórico), tanto en su valor numérico como la evaluación según nivel (de muy bajo a muy alto). Este indicador es parte de una serie de mapas de riesgos relacionados a las consecuencias del cambio climático en el país disponibles en el Atlas de Riesgo Climático (MMA 2020). De acuerdo a la Ley Marco de Cambio Climático 21.455 (Art. 31), esta plataforma tiene por objetivo “servir de sistema de información nacional para adaptación”, apoyando “el diseño de políticas públicas y la implementación de medidas de adaptación y su evaluación”. A escala regional, ello incluye los Planes de Acción Regional de Cambio Climático y los Planes de Acción Comunal de Cambio Climático.",NA,idóneo,ARClim,Ministerio del Medio Ambiente,Público,Indicador,Comuna,NA,NA,Dato abierto,https://arclim.mma.gob.cl/atlas/view/calor_extremo_salud_humana/,Entregado,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Calor_extremo_salud,Calor_extremo_salud,Calor_extremo_salud
declaraciones_de_agotamiento,RIE_declaraciones_de_agotamiento,RIE,riesgos y emergencias,03,Desastres hidrometeorológicos,0302,Declaraciones de agotamiento,Indefinido,"La declaración de agotamiento es un instrumento que dispone la DGA para señalar las fuentes naturales de agua superficial (río, lago, laguna u otro) en las que se ha agotado la disponibilidad del recurso hídrico para la constitución de nuevos derechos de aprovechamiento. Así, la capa de información muestra la localización correspondiente a las declaraciones, el área incluida respectivamente, la resolución, la toma de razón y un link web al documento asociado. Este instrumento permite que la DGA pueda identificando las fuentes para las cuales no se podrán constituir nuevos derechos de aprovechamiento de aguas superficiales de tipo consuntivo y ejercicio permanentes, aunque no impide la constitución de nuevos derechos de tipo no consuntivo o consuntivo de ejercicio eventual. En términos generales, permite acceder a al catastro especializado de los recursos hídricos agotados para identificar brechas y apoyar la elaboración de políticas públicas e instrumentos de planificación para hacer frente a la escasez hídrica en la región.",NA,idóneo,Dirección General de Aguas,Ministerio de Obras Públicas,Público,Base,Comuna,Polígono,-,Dato abierto,DGA MOP,Entregado,SI,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Declaraciones_de_Agotamiento,Declaraciones_de_Agotamiento,Declaraciones_de_Agotamiento
decretos_escasez_hidrica_mayo_2021,RIE_decretos_escasez_hidrica_mayo_2021,RIE,riesgos y emergencias,03,Desastres hidrometeorológicos,0302,Decretos de escasez hídrica,Indefinido,"Contiene los decretos de escasez hídrica en la Región Metropolitana, identificando el nombre de las cuencas, comunas, fecha y número del decreto, así como la fecha de caducidad entre otros datos relevante. Estos decretos se enmarcan en el Artículo 314 del Código de Aguas (DFL 1122), que estipula que se “podrá declarar zonas de escasez hídrica ante una situación de severa sequía por un período máximo de un año, prorrogable sucesivamente”, ello en base a “los criterios que determinan el carácter de severa sequía”. La localización de los decretos es relevante ya que estos entregan herramientas a las autoridades para la toma de decisiones frente a los impactos de la sequía. Permiten que distintos usuarios puedan solicitar la autorización a la DGA para la extracción de agua sin contar con derechos de aprovechamiento y facultan a la DGA para intervenir la distribución de las aguas en la zona de escasez. En conjunto con otros instrumentos, permiten la entrega de recursos de emergencias para habitantes rurales, incluyendo el abastecimiento con camiones aljibes financiados por el GORE. Importantemente, apoyan la aprobación de decretos de emergencia de DOH para entregar soluciones en el corto plazo a las comunas afectadas, incluyendo el mejoramiento de sistemas de agua potable rural (APR).",NA,idóneo,Dirección General de Aguas,Ministerio de Obras Públicas,Público,Base,Comuna,Polígono,2021,Dato abierto,DGA MOP,Entregado,SI,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Decretos_Escasez_Hidrica_Mayo_2021,Decretos_Escasez_Hidrica_Mayo_2021,Decretos_Escasez_Hidrica_Mayo_2021
depósito_de_residuos_peligrosos,RIE_deposito_de_residuos_peligrosos,RIE,riesgos y emergencias,03,Desastres antrópicos,0303,Depósito de residuos peligrosos,Indefinido,"Muestra las zonas geográficas que podrían estar expuestas a peligros químicos en caso de accidentes o incidentes en instalaciones industriales, de transporte de productos químicos, almacenamiento de materiales tóxicos, entre otros. Los residuos peligrosos incluyen elementos químicos, o la mezcla de ellos, que pueden llegar a presentar un riesgo para la salud de la población que habita áreas expuestas o efectos adversos e irreversibles al medio ambiente. Según el MINSAL (2022), los residuos catalogados como peligrosos poseen características como toxicidad, inflamabilidad, reactividad y corrosividad. De acuerdo a la normativa chilena (Decreto Supremo N°148 de 2004, del Reglamento Sanitario sobre Residuos Peligrosos), su gestión debe desarrollarse mediante protocolos estrictos, que establecen condiciones sanitarias y de seguridad mínima para el tratamiento de estos materiales y así asegurar a la población colindante. Esta herramienta es esencial para la planificación ante emergencias y la gestión de riesgos de desastres químicos. En efecto, permite identificar habitantes, actividades, infraestructuras, equipamientos y ecosistemas expuestos al riesgo y planificar medidas de prevención, protección y evacuación en caso de desastres químicos.",30110,idóneo,SEREMI de Salud,Ministerio de Salud,Público,Base,Manzana,Punto,-,Dato abierto,-,Entregado,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Depósito_de_residuos_peligrosos,Depósito_de_residuos_peligrosos,Depósito_de_residuos_peligrosos
depositos_relaves,RIE_depositos_relaves,RIE,riesgos y emergencias,03,Desastres antrópicos,0303,Catastro de Depósitos de Relaves en Chile,Indefinido,"Identifica la localización de depósitos de relaves en la región, correspondientes a acumulaciones de residuos mineros que resultan de la separación de los minerales de la roca en el proceso de extracción minera (SERNAGEOMIN, 2023). El SERNAGEOMIN es el encargado de generar este catastro con la información actualizada que, además de su localización, identifica los relaves activos e inactivos, el nombre de la faena que generó cada uno de los relaves georreferenciados, el nombre y tipo de instalación, qué tipo de material contiene, entre otros. Los relaves pueden ser altamente tóxicos y contaminantes y afectar la calidad del agua y del suelo, así como la salud de las personas y la biodiversidad, por lo que conocer su ubicación y estado es relevante. Entre otros, esta información es central para la gestión de los riesgos asociados a los residuos mineros, la evaluación de su exposición frente a amenazas de origen natural (terremotos, inundaciones y deslizamientos de tierra) y la vulnerabilidad de las personas y los ecosistemas en el radio cercano, así como integrar estos factores en la planificación territorial de tal manera de reducir al máximo las posibles externalidades negativas asociadas.",30112,idóneo,Servicio Nacional de Geología y Minería,Ministerio de Minería,Público,Base,-,-,2022,Dato abierto,https://www.sernageomin.cl/datos-publicos-deposito-de-relaves/,Entregado,Si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Depositos_relaves,Depositos_relaves,Depositos_relaves
distancia_crater_volcan,RIE_distancia_crater_volcan,RIE,riesgos y emergencias,03,Desastres geofísicos,0301,Distancia a cráter de volcán activo,Indefinido,"Esta capa representa las áreas circundantes entre los 5 y 20 km. a los cráteres de volcanes geológicamente activos, clasificación necesaria para determinar la necesidad de evacuación de las zonas pobladas cercanas, acorde a la evaluación del peligro que hagan las autoridades correspondientes. ",NA,idóneo,SENAPRED,Ministerio del Interior y Seguridad Pública,Público,Indicador,NA,NA,NA,Dato abierto,https://geoportalonemi.maps.arcgis.com/apps/webappviewer/index.html?id=5062b40cc3e347c8b11fd8b20a639a88,Entregado,Si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Distancia_crater_volcan,Distancia_crater_volcan,Distancia_crater_volcan
ea_201_porcentaje_de_población_ubicada_en_zonas_con_mayor_recurrencia_de_incendios_forestales,RIE_ea_201_porcentaje_de_poblacion_ubicada_en_zonas_con_mayor_recurrencia_de_incendios_forestales,RIE,riesgos y emergencias,03,Desastres complejos,0304,Porcentaje de población ubicada en zonas con mayor recurrencia de incendios forestales,Periódico largo plazo,"“Este indicador presenta un panorama de la proporción de habitantes de las ciudades chilenas que se emplazan en áreas sujetas a amenazas por incendios forestales. Es el porcentaje de población expuesta a este peligro se relaciona directamente con los instrumentos de planificación territorial, ya que de éstos depende la localización de los asentamientos humanos” (CNDU, 2020). La frecuencia de recurrencia de incendios puede verse afectada por el cambio climático, y junto con los usos de suelo son dos factores importantes a considerar para el análisis de riesgo del fenómeno. Corresponde a un indicador SIEDU y los datos se encuentran a escala comunal. Esta información es relevante puesto que da a conocer la ubicación de la población en zonas de mayor recurrencia de incendios forestales, lo que da importantes luces en el análisis del riesgo de incendios y en la formulación de políticas públicas y planificación territorial para su prevención.",30210,idóneo,Sistema de Indicadores y Estándares de Desarrollo Urbano,Consejo Nacional de Desarrollo Urbano,Público,Indicador,Comuna,Polígono,2019,Dato abierto,https://www.ine.gob.cl/herramientas/portal-de-mapas/siedu,Entregado,SI,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,EA_201_Porcentaje_de_población_ubicada_en_zonas_con_mayor_recurrencia_de_incendios_forestales,EA_201_Porcentaje_de_población_ubicada_en_zonas_con_mayor_recurrencia_de_incendios_forestales,EA_201_Porcentaje_de_población_ubicada_en_zonas_con_mayor_recurrencia_de_incendios_forestales
